OBJECTID,GEOID,NAME,C16001_001E,C16001_002E,C16001_003E,C16001_004E,C16001_005E,C16001_006E,C16001_007E,C16001_008E,C16001_009E,C16001_010E,C16001_011E,C16001_012E,C16001_013E,C16001_014E,C16001_015E,C16001_016E,C16001_017E,C16001_018E,C16001_019E,C16001_020E,C16001_021E,C16001_022E,C16001_023E,C16001_024E,C16001_025E,C16001_026E,C16001_027E,C16001_028E,C16001_029E,C16001_030E,C16001_031E,C16001_032E,C16001_033E,C16001_034E,C16001_035E,C16001_036E,C16001_037E,C16001_038E,ACS_VINTAGE,JURISDICTION,CRA_NO,CRA_GRP,GEN_ALIAS,DETL_NAMES,TRACT_LABEL
942,53033004900,"Census Tract 49, King County, Washington",6562,5786,217,217,0,70,50,20,82,82,0,57,57,0,73,73,0,0,0,0,106,106,0,26,22,4,67,0,67,38,38,0,40,26,14,0,0,0,5Y15,Seattle,11.1,11,Fremont,"Fremont, Wallingford, Northlake",49
943,53033005000,"Census Tract 50, King County, Washington",3552,3069,79,79,0,42,42,0,39,39,0,26,20,6,30,30,0,9,9,0,54,39,15,10,10,0,36,0,36,99,78,21,0,0,0,59,21,38,5Y15,Seattle,11.2,11,Wallingford,"Wallingford, Meridian, Northlake, University District",50
944,53033005100,"Census Tract 51, King County, Washington",3496,3081,205,91,114,44,37,7,31,31,0,8,8,0,68,68,0,0,0,0,25,16,9,0,0,0,21,21,0,13,6,7,0,0,0,0,0,0,5Y15,Seattle,11.2,11,Wallingford,"Wallingford, Meridian, Northlake, University District",51
945,53033005200,"Census Tract 52, King County, Washington",6399,4184,185,183,2,76,59,17,26,26,0,87,52,35,309,309,0,81,65,16,988,716,272,107,90,17,0,0,0,356,259,97,0,0,0,0,0,0,5Y15,Seattle,11.2,11,Wallingford,"Wallingford, Meridian, Northlake, University District",52
946,53033005301,"Census Tract 53.01, King County, Washington",7352,4516,411,390,21,31,31,0,2,2,0,101,49,52,306,274,32,462,223,239,1119,536,583,28,28,0,55,40,15,190,99,91,84,11,73,47,44,3,5Y15,Seattle,7.2,7,University District,"University District, Cowen Park, Ravenna",53.01
947,53033005302,"Census Tract 53.02, King County, Washington",5178,3220,271,271,0,26,26,0,10,10,0,22,22,0,138,131,7,218,121,97,916,494,422,50,45,5,8,8,0,237,195,42,13,13,0,49,43,6,5Y15,Seattle,7.2,7,University District,"University District, Cowen Park, Ravenna",53.02
948,53033005400,"Census Tract 54, King County, Washington",4773,4309,241,213,28,34,34,0,19,19,0,59,59,0,15,15,0,0,0,0,0,0,0,12,12,0,14,14,0,54,36,18,0,0,0,16,16,0,5Y15,Seattle,11.1,11,Fremont,"Fremont, Wallingford, Northlake",54
949,53033005600,"Census Tract 56, King County, Washington",6112,5729,8,8,0,82,82,0,70,70,0,0,0,0,57,39,18,36,14,22,32,32,0,0,0,0,17,0,17,61,17,44,0,0,0,20,0,20,5Y15,Seattle,12.1,12,Magnolia,"Magnolia, Discovery Park, Briarcliff, Lawton Park",56
950,53033005700,"Census Tract 57, King County, Washington",6148,5402,225,191,34,0,0,0,133,133,0,11,11,0,168,168,0,54,54,0,52,0,52,0,0,0,0,0,0,65,65,0,13,13,0,25,12,13,5Y15,Seattle,12.1,12,Magnolia,"Magnolia, Discovery Park, Briarcliff, Lawton Park",57
951,53033005801,"Census Tract 58.01, King County, Washington",4994,4145,139,125,14,32,32,0,107,107,0,263,192,71,56,56,0,18,0,18,30,14,16,40,19,21,25,25,0,57,43,14,52,26,26,30,0,30,5Y15,Seattle,12.2,12,Interbay,Interbay,58.01
952,53033005802,"Census Tract 58.02, King County, Washington",4915,3782,274,274,0,57,57,0,206,206,0,114,41,73,180,180,0,51,51,0,9,9,0,0,0,0,57,32,25,169,87,82,16,16,0,0,0,0,5Y15,Seattle,12.2,12,Interbay,Interbay,58.02
953,53033005900,"Census Tract 59, King County, Washington",7446,6681,202,178,24,63,63,0,32,32,0,89,89,0,80,58,22,25,25,0,99,63,36,29,29,0,17,17,0,74,55,19,9,9,0,46,46,0,5Y15,Seattle,12.3,12,Queen Anne,"Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",59
954,53033006000,"Census Tract 60, King County, Washington",5281,4898,105,77,28,29,29,0,24,19,5,20,14,6,82,82,0,0,0,0,5,5,0,0,0,0,6,6,0,96,96,0,0,0,0,16,16,0,5Y15,Seattle,12.3,12,Queen Anne,"Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",60
955,53033006100,"Census Tract 61, King County, Washington",5092,4523,171,154,17,73,58,15,25,25,0,18,0,18,94,76,18,27,27,0,67,14,53,0,0,0,34,0,34,50,50,0,0,0,0,10,10,0,5Y15,Seattle,7.1,7,Montlake/Portage Bay,"Montlake, Portage Bay, Interlaken Park, Eastlake, Roanoke Park, Washington Park",61
956,53033006200,"Census Tract 62, King County, Washington",3752,3443,55,55,0,44,44,0,28,28,0,0,0,0,50,40,10,25,17,8,59,30,29,10,10,0,11,11,0,18,18,0,0,0,0,9,9,0,5Y15,Seattle,7.1,7,Montlake/Portage Bay,"Montlake, Portage Bay, Interlaken Park, Eastlake, Roanoke Park, Washington Park",62
957,53033006300,"Census Tract 63, King County, Washington",4853,4349,69,36,33,52,52,0,59,41,18,58,19,39,44,44,0,98,37,61,83,65,18,5,0,5,0,0,0,15,15,0,0,0,0,21,0,21,5Y15,Seattle,6.5,6,Madison Park,"Madison Park, Broadmoor, Washington Park, Harrison/Denny-Blaine",63
958,53033006400,"Census Tract 64, King County, Washington",3151,2801,51,32,19,27,17,10,40,40,0,8,8,0,82,82,0,0,0,0,86,78,8,0,0,0,0,0,0,35,35,0,21,11,10,0,0,0,5Y15,Seattle,6.4,6,Miller Park,"Madison-Miller, Miller Park, Capitol Hill, Stevens",64
959,53033006500,"Census Tract 65, King County, Washington",4105,3801,99,84,15,39,39,0,1,1,0,57,57,0,11,11,0,36,16,20,39,39,0,0,0,0,0,0,0,21,21,0,0,0,0,1,1,0,5Y15,Seattle,6.3,6,North Capitol Hill,"North Capitol Hill, Capitol Hill, North Broadway",65
960,53033006600,"Census Tract 66, King County, Washington",3454,3032,3,3,0,48,48,0,75,75,0,16,16,0,67,49,18,4,0,4,128,90,38,0,0,0,0,0,0,81,81,0,0,0,0,0,0,0,5Y15,Seattle,11.3,11,Cascade/Eastlake,"South Lake Union, Eastlake, Cascade, Denny Triangle",66
961,53033006700,"Census Tract 67, King County, Washington",7343,5868,75,31,44,53,53,0,0,0,0,97,62,35,132,118,14,57,57,0,132,52,80,49,19,30,8,0,8,697,498,199,17,17,0,158,71,87,5Y15,Seattle,12.3,12,Queen Anne,"Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",67
962,53033006800,"Census Tract 68, King County, Washington",3043,2554,76,56,20,89,78,11,44,33,11,94,94,0,61,61,0,0,0,0,11,11,0,37,37,0,0,0,0,33,22,11,0,0,0,44,17,27,5Y15,Seattle,12.3,12,Queen Anne,"Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",68
963,53033006900,"Census Tract 69, King County, Washington",4417,4176,26,26,0,14,14,0,15,15,0,0,0,0,128,112,16,0,0,0,13,13,0,0,0,0,0,0,0,45,45,0,0,0,0,0,0,0,5Y15,Seattle,12.3,12,Queen Anne,"Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",69
964,53033007000,"Census Tract 70, King County, Washington",7352,6558,106,106,0,172,172,0,53,53,0,24,21,3,63,63,0,14,14,0,270,270,0,0,0,0,0,0,0,69,69,0,22,22,0,1,1,0,5Y15,Seattle,12.3,12,Queen Anne,"Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",70
965,53033007100,"Census Tract 71, King County, Washington",3676,3076,217,107,110,15,0,15,0,0,0,57,13,44,198,145,53,0,0,0,18,18,0,2,0,2,1,1,0,70,70,0,15,15,0,7,0,7,5Y15,Seattle,12.3,12,Queen Anne,"Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",71
966,53033007200,"Census Tract 72, King County, Washington",6632,4941,154,118,36,103,103,0,37,37,0,33,33,0,447,447,0,31,31,0,238,114,124,0,0,0,65,65,0,392,316,76,0,0,0,191,191,0,5Y15,Seattle,11.3,11,Cascade/Eastlake,"South Lake Union, Eastlake, Cascade, Denny Triangle",72
967,53033007300,"Census Tract 73, King County, Washington",5508,4312,182,152,30,131,131,0,69,69,0,16,16,0,281,203,78,28,28,0,264,193,71,65,0,65,18,0,18,65,37,28,0,0,0,77,20,57,5Y15,Seattle,11.3,11,Cascade/Eastlake,"South Lake Union, Eastlake, Cascade, Denny Triangle",73
968,53033007401,"Census Tract 74.01, King County, Washington",5019,4183,139,139,0,16,0,16,142,142,0,34,34,0,195,195,0,17,17,0,182,154,28,16,16,0,0,0,0,95,41,54,0,0,0,0,0,0,5Y15,Seattle,6.2,6,Capitol Hill,"Capitol Hill, Pike/Pine, Broadway, First Hill",74.01
969,53033007402,"Census Tract 74.02, King County, Washington",5109,4083,105,86,19,47,47,0,142,142,0,79,62,17,220,194,26,0,0,0,0,0,0,41,41,0,70,15,55,234,43,191,13,13,0,75,20,55,5Y15,Seattle,6.2,6,Capitol Hill,"Capitol Hill, Pike/Pine, Broadway, First Hill",74.02
970,53033007500,"Census Tract 75, King County, Washington",7393,5979,440,216,224,241,241,0,28,28,0,56,28,28,117,115,2,27,27,0,169,143,26,0,0,0,3,3,0,300,272,28,0,0,0,33,33,0,5Y15,Seattle,6.2,6,Capitol Hill,"Capitol Hill, Pike/Pine, Broadway, First Hill",75
971,53033007600,"Census Tract 76, King County, Washington",3638,3072,71,50,21,38,38,0,37,37,0,34,26,8,114,114,0,0,0,0,40,3,37,8,8,0,28,0,28,117,79,38,0,0,0,79,46,33,5Y15,Seattle,6.4,6,Miller Park,"Madison-Miller, Miller Park, Capitol Hill, Stevens",76
972,53033007700,"Census Tract 77, King County, Washington",4888,4365,26,26,0,41,41,0,26,26,0,0,0,0,61,61,0,34,34,0,54,40,14,15,15,0,0,0,0,0,0,0,0,0,0,266,0,266,5Y15,Seattle,5.3,5,Central Area/Squire Park,"Central Area, Mann, Minor, Squire Park",77
973,53033007800,"Census Tract 78, King County, Washington",5344,4823,362,290,72,33,33,0,15,15,0,0,0,0,24,24,0,0,0,0,48,48,0,0,0,0,15,15,0,24,24,0,0,0,0,0,0,0,5Y15,Seattle,5.1,5,Madrona/Leschi,"Madrona, Leschi, Harrison/Denny-Blaine",78
974,53033007900,"Census Tract 79, King County, Washington",6043,4990,254,215,39,83,68,15,188,188,0,72,35,37,15,6,9,20,20,0,110,65,45,0,0,0,19,19,0,128,123,5,16,16,0,148,16,132,5Y15,Seattle,5.3,5,Central Area/Squire Park,"Central Area, Mann, Minor, Squire Park",79
975,53033008001,"Census Tract 80.01, King County, Washington",5819,4488,49,49,0,117,117,0,71,71,0,85,85,0,379,351,28,229,229,0,83,83,0,0,0,0,28,28,0,103,90,13,0,0,0,187,108,79,5Y15,Seattle,13.1,13,Belltown,"Belltown, Denny Regrade",80.01
976,53033008002,"Census Tract 80.02, King County, Washington",3370,2733,137,123,14,72,72,0,11,11,0,50,50,0,115,79,36,31,31,0,86,42,44,0,0,0,34,16,18,62,28,34,0,0,0,39,27,12,5Y15,Seattle,13.1,13,Belltown,"Belltown, Denny Regrade",80.02
977,53033008100,"Census Tract 81, King County, Washington",4380,3292,176,71,105,90,90,0,63,63,0,32,26,6,256,230,26,26,26,0,169,105,64,9,4,5,37,0,37,175,168,7,6,6,0,49,49,0,5Y15,Seattle,13.2,13,Downtown Commercial Core,"Downtown Commercial Core, West Edge, Central Business District, Pike Place Market, Pioneer Square",81
978,53033008200,"Census Tract 82, King County, Washington",3805,2872,247,68,179,23,23,0,41,41,0,37,37,0,181,166,15,0,0,0,118,68,50,43,0,43,55,55,0,170,108,62,0,0,0,18,18,0,5Y15,Seattle,6.1,6,First Hill,"First Hill, Yesler Terrace, Squire Park",82
979,53033008300,"Census Tract 83, King County, Washington",2780,2278,98,98,0,50,50,0,8,0,8,16,16,0,54,54,0,37,7,30,103,36,67,50,12,38,55,44,11,9,9,0,22,22,0,0,0,0,5Y15,Seattle,6.1,6,First Hill,"First Hill, Yesler Terrace, Squire Park",83
980,53033008400,"Census Tract 84, King County, Washington",4059,3250,96,81,15,46,46,0,11,11,0,121,66,55,113,103,10,24,24,0,140,61,79,18,0,18,68,52,16,98,71,27,0,0,0,74,55,19,5Y15,Seattle,6.2,6,Capitol Hill,"Capitol Hill, Pike/Pine, Broadway, First Hill",84
981,53033008500,"Census Tract 85, King County, Washington",4251,3019,350,181,169,14,6,8,33,33,0,34,12,22,26,15,11,73,60,13,102,13,89,113,36,77,94,46,48,127,119,8,17,9,8,249,95,154,5Y15,Seattle,6.1,6,First Hill,"First Hill, Yesler Terrace, Squire Park",85
982,53033008600,"Census Tract 86, King County, Washington",4854,3810,302,107,195,24,15,9,18,18,0,70,58,12,63,47,16,64,38,26,178,63,115,77,10,67,15,10,5,98,35,63,31,21,10,104,34,70,5Y15,Seattle,6.1,6,First Hill,"First Hill, Yesler Terrace, Squire Park",86
983,53033008700,"Census Tract 87, King County, Washington",4241,3166,330,140,190,96,96,0,23,23,0,32,32,0,66,32,34,58,17,41,164,139,25,34,22,12,54,35,19,25,25,0,43,19,24,150,70,80,5Y15,Seattle,5.3,5,Central Area/Squire Park,"Central Area, Mann, Minor, Squire Park",87
984,53033008800,"Census Tract 88, King County, Washington",3503,2783,345,285,60,79,79,0,32,32,0,7,7,0,57,57,0,0,0,0,16,16,0,44,0,44,0,0,0,104,53,51,9,9,0,27,18,9,5Y15,Seattle,5.3,5,Central Area/Squire Park,"Central Area, Mann, Minor, Squire Park",88
985,53033008900,"Census Tract 89, King County, Washington",4582,4038,173,140,33,17,17,0,13,13,0,28,28,0,61,42,19,21,21,0,54,35,19,0,0,0,8,0,8,152,94,58,0,0,0,17,17,0,5Y15,Seattle,5.1,5,Madrona/Leschi,"Madrona, Leschi, Harrison/Denny-Blaine",89
986,53033009000,"Census Tract 90, King County, Washington",3292,2041,53,53,0,64,35,29,58,58,0,32,32,0,26,17,9,106,7,99,283,30,253,179,48,131,20,10,10,251,131,120,31,31,0,148,29,119,5Y15,Seattle,5.2,5,Judkins Park,"Judkins Park, Central Area, Little Saigon, Atlantic",90
987,53033009100,"Census Tract 91, King County, Washington",2547,709,51,27,24,8,8,0,0,0,0,7,7,0,31,8,23,29,6,23,881,109,772,119,6,113,169,81,88,184,105,79,28,0,28,331,167,164,5Y15,Seattle,13.3,13,Pioneer Square/International District,"Pioneer Square, International District, Chinatown, Little Saigon, ID, Chinatown-International District",91
988,53033009200,"Census Tract 92, King County, Washington",2535,1779,96,89,7,10,10,0,0,0,0,0,0,0,43,43,0,77,7,70,386,27,359,22,0,22,92,53,39,30,30,0,0,0,0,0,0,0,5Y15,Seattle,13.3,13,Pioneer Square/International District,"Pioneer Square, International District, Chinatown, Little Saigon, ID, Chinatown-International District",92
989,53033009300,"Census Tract 93, King County, Washington",2772,1855,281,122,159,30,30,0,0,0,0,6,6,0,38,25,13,0,0,0,246,94,152,0,0,0,62,20,42,155,112,43,0,0,0,99,6,93,5Y15,Seattle,3.3,3,Duwamish/SODO,"Duwamish, SODO, Pioneer Square",93
990,53033009400,"Census Tract 94, King County, Washington",5418,3053,463,345,118,32,32,0,25,25,0,0,0,0,0,0,0,0,0,0,1123,157,966,186,104,82,153,67,86,365,213,152,0,0,0,18,18,0,5Y15,Seattle,3.6,3,North Beacon Hill/Jefferson Park,"North Beacon Hill, Jefferson Park",94
991,53033009500,"Census Tract 95, King County, Washington",6079,4708,129,65,64,136,125,11,81,81,0,15,15,0,88,75,13,9,9,0,71,44,27,348,90,258,13,0,13,67,31,36,0,0,0,414,195,219,5Y15,Seattle,4.4,4,Mt. Baker/North Rainier,"Mt. Baker, North Rainier, Atlantic",95
992,53033009600,"Census Tract 96, King County, Washington",5190,4529,109,42,67,0,0,0,0,0,0,0,0,0,3,3,0,24,12,12,6,0,6,124,103,21,168,118,50,16,11,5,0,0,0,211,202,9,5Y15,Seattle,1.4,1,Alki/Admiral,"Alki, Admiral",96
993,53033009701,"Census Tract 97.01, King County, Washington",5486,4777,70,51,19,18,18,0,122,122,0,301,240,61,58,58,0,26,0,26,24,24,0,57,26,31,0,0,0,33,33,0,0,0,0,0,0,0,5Y15,Seattle,1.4,1,Alki/Admiral,"Alki, Admiral",97.01
994,53033009702,"Census Tract 97.02, King County, Washington",5227,4834,108,92,16,0,0,0,56,56,0,39,25,14,14,14,0,3,0,3,17,3,14,0,0,0,22,17,5,98,77,21,0,0,0,36,34,2,5Y15,Seattle,1.3,1,West Seattle Junction/Genesee Hill,"Seaview, Fairmount Park, Morgan Junction, Genesee Hill, Belvidere, West Seattle Junction, Alaska Junction, Admiral",97.02
995,53033009800,"Census Tract 98, King County, Washington",6551,6095,27,11,16,90,36,54,17,17,0,29,17,12,85,85,0,96,59,37,10,10,0,16,0,16,0,0,0,71,45,26,0,0,0,15,15,0,5Y15,Seattle,1.3,1,West Seattle Junction/Genesee Hill,"Seaview, Fairmount Park, Morgan Junction, Genesee Hill, Belvidere, West Seattle Junction, Alaska Junction, Admiral",98
996,53033009900,"Census Tract 99, King County, Washington",4667,3882,260,149,111,14,0,14,73,50,23,25,25,0,0,0,0,1,1,0,0,0,0,0,0,0,212,166,46,103,58,45,0,0,0,97,97,0,5Y15,Seattle,2.1,2,North Delridge,"North Delridge, Pigeon Point, Avalon, Luna Park, Harbor Island",99
997,53033010001,"Census Tract 100.01, King County, Washington",3841,1829,109,80,29,13,13,0,14,14,0,8,8,0,0,0,0,20,20,0,677,172,505,13,13,0,196,151,45,159,56,103,30,0,30,773,342,431,5Y15,Seattle,3.6,3,North Beacon Hill/Jefferson Park,"North Beacon Hill, Jefferson Park",100.01
998,53033010002,"Census Tract 100.02, King County, Washington",4522,2259,1024,309,715,0,0,0,0,0,0,24,24,0,25,25,0,15,15,0,698,299,399,203,77,126,57,21,36,172,123,49,25,25,0,20,16,4,5Y15,Seattle,3.6,3,North Beacon Hill/Jefferson Park,"North Beacon Hill, Jefferson Park",100.02
999,53033010100,"Census Tract 101, King County, Washington",6354,4743,356,297,59,67,67,0,30,30,0,2,0,2,27,27,0,117,117,0,11,0,11,225,92,133,94,57,37,175,78,97,71,46,25,436,200,236,5Y15,Seattle,4.2,4,Columbia City,"Columbia City, Brighton, Mt. Baker, Lakewood, Genesee, Hillman City",101
1000,53033010200,"Census Tract 102, King County, Washington",4251,3281,124,124,0,14,14,0,58,58,0,3,1,2,79,61,18,0,0,0,99,43,56,372,161,211,7,7,0,48,12,36,7,0,7,159,93,66,5Y15,Seattle,4.3,4,Seward Park,"Seward Park, Hillman City",102
1001,53033010300,"Census Tract 103, King County, Washington",5929,3756,314,210,104,0,0,0,0,0,0,16,16,0,55,19,36,0,0,0,252,178,74,485,134,351,269,197,72,223,61,162,62,62,0,497,262,235,5Y15,Seattle,4.2,4,Columbia City,"Columbia City, Brighton, Mt. Baker, Lakewood, Genesee, Hillman City",103
1002,53033010401,"Census Tract 104.01, King County, Washington",4479,1519,103,93,10,34,34,0,0,0,0,0,0,0,10,0,10,11,0,11,1589,438,1151,780,264,516,136,93,43,113,50,63,0,0,0,184,66,118,5Y15,Seattle,3.5,3,Beacon Hill,Beacon Hill,104.01
1003,53033010402,"Census Tract 104.02, King County, Washington",4847,1957,418,178,240,46,46,0,0,0,0,66,34,32,8,8,0,0,0,0,1013,335,678,638,246,392,417,221,196,204,92,112,0,0,0,80,44,36,5Y15,Seattle,3.5,3,Beacon Hill,Beacon Hill,104.02
1004,53033010500,"Census Tract 105, King County, Washington",6354,5306,185,115,70,75,75,0,84,78,6,104,51,53,103,49,54,12,0,12,47,37,10,19,19,0,78,4,74,230,186,44,62,22,40,49,49,0,5Y15,Seattle,1.3,1,West Seattle Junction/Genesee Hill,"Seaview, Fairmount Park, Morgan Junction, Genesee Hill, Belvidere, West Seattle Junction, Alaska Junction, Admiral",105
1005,53033010600,"Census Tract 106, King County, Washington",7472,6723,151,110,41,18,0,18,46,46,0,37,20,17,82,62,20,40,0,40,173,111,62,11,11,0,27,16,11,98,98,0,13,13,0,53,16,37,5Y15,Seattle,1.2,1,Fauntleroy/Seaview,"Fauntleroy, Gatewood, Morgan Junction, Lincoln Park, Seaview, Fairmount Park",106
1006,53033010701,"Census Tract 107.01, King County, Washington",3236,2348,30,30,0,8,8,0,0,0,0,0,0,0,20,7,13,17,0,17,25,0,25,129,10,119,34,18,16,167,112,55,18,9,9,440,228,212,5Y15,Seattle,2.2,2,High Point,"High Point, Delridge",107.01
1007,53033010702,"Census Tract 107.02, King County, Washington",3891,1975,97,28,69,0,0,0,6,6,0,0,0,0,53,32,21,38,29,9,17,17,0,130,49,81,104,75,29,292,143,149,0,0,0,1179,727,452,5Y15,Seattle,2.2,2,High Point,"High Point, Delridge",107.02
1008,53033010800,"Census Tract 108, King County, Washington",4338,3302,40,24,16,55,55,0,0,0,0,0,0,0,26,0,26,76,45,31,0,0,0,269,162,107,224,137,87,235,136,99,0,0,0,111,78,33,5Y15,Seattle,2.3,2,Riverview,"Riverview, Delridge",108
1009,53033010900,"Census Tract 109, King County, Washington",1026,944,41,35,6,7,7,0,6,6,0,4,4,0,0,0,0,0,0,0,9,3,6,0,0,0,10,5,5,5,5,0,0,0,0,0,0,0,5Y15,Seattle,3.2,3,Georgetown,Georgetown,109
1010,53033011001,"Census Tract 110.01, King County, Washington",4591,1549,173,135,38,0,0,0,0,0,0,16,16,0,10,10,0,60,30,30,513,147,366,732,281,451,288,217,71,215,113,102,39,0,39,996,397,599,5Y15,Seattle,3.4,3,South Beacon Hill/NewHolly,"South Beacon Hill, NewHolly, Holly Park",110.01
1011,53033011002,"Census Tract 110.02, King County, Washington",4353,1127,13,13,0,0,0,0,0,0,0,0,0,0,88,66,22,13,0,13,1654,372,1282,341,101,240,277,129,148,70,9,61,0,0,0,770,330,440,5Y15,Seattle,3.4,3,South Beacon Hill/NewHolly,"South Beacon Hill, NewHolly, Holly Park",110.02
1012,53033011101,"Census Tract 111.01, King County, Washington",4724,2132,268,83,185,0,0,0,7,7,0,0,0,0,124,28,96,0,0,0,323,76,247,448,103,345,530,166,364,576,302,274,0,0,0,316,103,213,5Y15,Seattle,4.2,4,Columbia City,"Columbia City, Brighton, Mt. Baker, Lakewood, Genesee, Hillman City",111.01
1013,53033011102,"Census Tract 111.02, King County, Washington",4414,2327,814,433,381,23,23,0,0,0,0,6,6,0,18,18,0,6,6,0,24,16,8,206,40,166,581,457,124,149,50,99,29,18,11,231,144,87,5Y15,Seattle,4.3,4,Seward Park,"Seward Park, Hillman City",111.02
1014,53033011200,"Census Tract 112, King County, Washington",3663,2159,899,477,422,30,30,0,0,0,0,6,0,6,54,28,26,7,7,0,93,9,84,105,15,90,29,29,0,281,174,107,0,0,0,0,0,0,5Y15,Seattle,3.1,3,South Park,South Park,112
1015,53033011300,"Census Tract 113, King County, Washington",6552,4854,577,244,333,9,9,0,30,5,25,16,16,0,11,11,0,0,0,0,0,0,0,415,112,303,285,250,35,208,112,96,38,8,30,109,79,30,5Y15,Seattle,2.5,2,Highland Park,"Highland Park, Westwood, White Center, South Delridge",113
1016,53033011401,"Census Tract 114.01, King County, Washington",3889,2629,614,336,278,9,9,0,8,8,0,8,8,0,48,28,20,18,18,0,114,0,114,143,16,127,82,45,37,46,9,37,0,0,0,170,99,71,5Y15,Seattle,2.4,2,Roxhill/Westwood,"Roxhill, Westwood, South Delridge, White Center",114.01
1017,53033011402,"Census Tract 114.02, King County, Washington",4047,2466,531,175,356,13,13,0,0,0,0,16,0,16,46,36,10,0,0,0,159,44,115,64,36,28,213,115,98,208,142,66,17,17,0,314,160,154,5Y15,Seattle,2.4,2,Roxhill/Westwood,"Roxhill, Westwood, South Delridge, White Center",114.02
1018,53033011500,"Census Tract 115, King County, Washington",3981,3388,340,193,147,12,6,6,0,0,0,33,7,26,16,16,0,16,16,0,65,42,23,76,23,53,7,7,0,28,24,4,0,0,0,0,0,0,5Y15,Seattle,2.4,2,Roxhill/Westwood,"Roxhill, Westwood, South Delridge, White Center",115
1019,53033011600,"Census Tract 116, King County, Washington",6122,5661,137,91,46,13,13,0,89,89,0,0,0,0,44,44,0,0,0,0,55,55,0,27,27,0,0,0,0,96,59,37,0,0,0,0,0,0,5Y15,Seattle,1.2,1,Fauntleroy/Seaview,"Fauntleroy, Gatewood, Morgan Junction, Lincoln Park, Seaview, Fairmount Park",116
1020,53033011700,"Census Tract 117, King County, Washington",5169,2104,234,126,108,0,0,0,0,0,0,0,0,0,0,0,0,25,11,14,849,334,515,570,94,476,261,197,64,558,320,238,0,0,0,568,227,341,5Y15,Seattle,3.4,3,South Beacon Hill/NewHolly,"South Beacon Hill, NewHolly, Holly Park",117
1021,53033011800,"Census Tract 118, King County, Washington",7381,3355,1196,559,637,0,0,0,13,0,13,0,0,0,11,11,0,0,0,0,435,112,323,234,83,151,128,39,89,657,136,521,586,468,118,766,311,455,5Y15,Seattle,4.1,4,Rainier Beach,"Rainier Beach, Rainier View, Lake Ridge, Dunlap",118
1022,53033011900,"Census Tract 119, King County, Washington",7046,4488,288,232,56,0,0,0,32,32,0,43,43,0,73,73,0,63,35,28,370,147,223,738,306,432,318,230,88,599,287,312,0,0,0,34,34,0,5Y15,Seattle,4.1,4,Rainier Beach,"Rainier Beach, Rainier View, Lake Ridge, Dunlap",119
1023,53033012000,"Census Tract 120, King County, Washington",3198,3004,35,35,0,6,6,0,0,0,0,13,13,0,97,83,14,0,0,0,19,19,0,0,0,0,0,0,0,24,0,24,0,0,0,0,0,0,5Y15,Seattle,1.1,1,Arbor Heights,"Arbor Heights, Brace Point, Endolyne, Arroyo",120
1024,53033012100,"Census Tract 121, King County, Washington",2690,2330,145,87,58,10,10,0,35,35,0,0,0,0,0,0,0,0,0,0,29,11,18,14,14,0,0,0,0,64,43,21,0,0,0,63,63,0,5Y15,Seattle,1.1,1,Arbor Heights,"Arbor Heights, Brace Point, Endolyne, Arroyo",121
1025,53033020100,"Census Tract 201, King County, Washington",3012,2618,50,31,19,6,6,0,6,6,0,32,11,21,20,14,6,221,178,43,14,9,5,10,10,0,10,10,0,25,25,0,0,0,0,0,0,0,5Y15,King County Balance,,,,,201
1026,53033020200,"Census Tract 202, King County, Washington",5371,4347,178,132,46,0,0,0,101,101,0,0,0,0,116,112,4,119,45,74,107,45,62,0,0,0,59,59,0,286,231,55,0,0,0,58,0,58,5Y15,King County Balance,,,,,202
1027,53033020300,"Census Tract 203, King County, Washington",6570,4617,612,271,341,0,0,0,147,94,53,147,71,76,144,123,21,303,173,130,83,47,36,233,0,233,83,83,0,0,0,0,23,23,0,178,159,19,5Y15,King County Balance,,,,,203
1028,53033020401,"Census Tract 204.01, King County, Washington",3362,2553,221,109,112,26,26,0,51,51,0,57,30,27,47,8,39,76,25,51,100,79,21,49,0,49,0,0,0,108,39,69,8,8,0,66,27,39,5Y15,King County Balance,,,,,204.01
